news_headline,news_firstline,rating,news_article
Say Your Prayers review – goofy Christian hitman comedy,"Smart pacing, sharp editing and classy cameos elevate this Yorkshire-set tale above many recent crime capers",3,"The team behind 2016’s eye-catching indie Chubby Funny – producer Helen Simmons and director Harry Michell – return with another agreeably off-beam comedy, this time with a starrier cast and a goofy, Four Lions-ish premise. It’s the tale of sibling Christian hitmen who, envious of the column inches logged by rival fundamentalists, set out to kill a Dawkins-like author at a literary festival in Ilkley.Tim (Harry Melling) is the childlike younger brother, ill-suited to grisly murder; the uptight Vic (Tom Brooke) an unrepentant sociopath. Their target (Roger Allam, master of glib dismissiveness) need not worry unduly: an astutely timed prologue shows our would-be ruthless killers stalking a rambler who looks just enough like Allam for the first of several terrible mistakes to be made.The pacing of that opening instantly elevates Michell’s film over a half-dozen recent British crime-comedies. We’re heading towards a set-piece that’s the Yorkshire Britpic equivalent of Mission Impossible: Rogue Nation’s opera-house assassination, while the gags allow supporting players to dig in and make an impression. Anna Maxwell Martin is formidably sarky as a detective aghast at having to enter the artsy-fartsy literary scene; Derek Jacobi has a classy cameo as a priest who justifies the hit with chilly mouthfuls of scripture; Matthew Steer’s brisk, funny sketch of the spineless festival chief will likely cue cringes of recognition in some quarters.Having the action observed by a roving male voice choir – representing the C of E’s safe centre ground – looks like a cheeky crib from the Icelandic hit Woman at War, but it’s a solid evening’s entertainment, assembled with an assurance rare at this budgetary level. Norwegian-born cinematographer Sverre Sørdal provides attractive glimpses of the moors (still under-utilised as a Britfilm resource), while sharp editing serves both the comedy and thriller aspects. Simmons and Michell, blessed with good ideas and the craft to do them justice, are building a notable filmography on the margins: let’s hope the industry’s moneymen are watching. Say Your Prayers is on digital platforms from 28 September."
Southern Journey (Revisited) review – on the road to America's soul,This talkative documentary retraces the steps of pioneering musicologists Alan Lomax and Shirley Collins 60 years on,3,"‘Relevant today more than ever,” says one interviewee in Southern Journey (Revisited), pointing out his Easy Rider pin badge. “Man went looking for America and couldn’t find it nowhere.” But this roving, loquacious documentary does its damn best to pin down the American soul, going on a road trip through Virginia, Kentucky and Mississippi in the tracks of ethnomusicologists Alan Lomax and Shirley Collins on their 1959 “Southern Journey” in search of the south’s musical traditions.Directors Rob Curry and Tim Plester are ostensibly about the music. Their first porch stop is with a Salem, Virginia woman whose dark, purposeful eyes are a spitter for her grandmother: Appalachian balladeer Texas Gladden, who was doorstepped by Lomax 60 years ago. There are heart-stopping performances, and we are apprised of the odd informational gem, such as the fact that the beat for MC Hammer’s Can’t Touch This is drawn from Mississippi’s fife and drum music. But the film quickly spirals into a broader survey of southern culture, as the tension and culture wars of the 2018 midterm elections smoulder in the background.For music that draws so richly on the textures of everyday lives, it makes sense for the film to let itself be drawn in this direction. The continuities in people’s concerns aren’t all welcome. One Mississippi gospel singer reflects on Lomax being an exception to the rule of exploiting black musicians. Another, in her beautiful house, on the effect on her life of her great-grandfather becoming her town’s first black landowner.The new Southern Journey – with a quilted-together oral form – makes a staunch defence of this history of immigration and the dispossessed. But this allegiance means it doesn’t fully grapple with the Maga mainstream who feel they own this culture and are entitled to police it. A melancholy sense of a broken and post-lapsarian America – that in the words of Easy Rider, “We blew it, Billy” – is easier. It’s a thought-provoking journey all the same. Southern Journey (Revisited) is in cinemas from 25 September."
"Schemers review – the rise and rise of Dave Mclean, rock promoter",One boy’s climb from disco organiser to Scottish entertainment kingpin – directed by the man himself – contains battered sausages but needed more bite,2,"This account of the rise of Dundee music promoter Dave Mclean, later to become the UK’s tireless ambassador for grunge, is directed by Dave Mclean, produced by Dave Mclean and co-written by Dave Mclean; at least the film doesn’t shy away from the chutzpah of the vanity project. As his younger self progresses from on-the-fly student discos to a dicey triumph via sweet-talking Iron Maiden to play Dundee’s Caird Hall in June 1980, Mclean ramps up this account of Tayside wheeler-dealing with abundant freeze-frames and a street-sprint intro that leave no doubt which modern Scottish classic it is emulating.“Davie” (played with smiling self-assurance by Conor Berry) is helped on his way by small-time dealer Scot (Sean Connor) and homebody DJ John (Grant Robert Keelan). Their badinage flows naturally from a script with a wry enjoyment of local idiosyncrasies (like the chip-shop scene in which Davie measures out the mileage from London to Dundee using a battered sausage as a ruler) that doesn’t skimp on entertainment in the early stages.The lack of objectivity is finally fatal though. As Davie makes underworld alliances with local kingpin Fergie to further his ambitions, it never feels like Mclean fully fleshes out the consequences, or is prepared to examine the roots of his gambler’s compulsion. Trying to keep in the running with Trainspotting just shows up Schemers’ inferior emotional range. Not possessing Danny Boyle’s expert snap and rhythm is not a crime for a debut film-maker, but Mclean just isn’t invested in characters beyond how they service his own story. The hagiographic fumes finally induce an annoying mania in most of the performances, as the film, like his schemes, threatens to collapse in the Iron Maiden stretch. The character postscripts – including Scot’s mysterious death in 2014 following shady Russian property deals – hint at more testing material that might get more out of Mclean. Schemers is in cinemas from 25 September."
Little Girl review – a brave child's journey to her true self,"In this illuminating and moving documentary, seven-year-old Sasha questions her gender – and challenges prejudice",4,"Seven-year-old Sasha lives in provincial France, loves ballet classes, dolls, dresses and her family. She may have been born male, but she’s known at least since she was four that she’s really a girl. Luckily, her mother, Karine, completely supports her child and, together with Dad and the Sasha’s four loving siblings, the family embarks on a process of transition. This involves, among many other daunting steps, visiting a psychiatrist specialising in gender dysphoria in Paris to discuss the situation, including whether (when the time comes) to use hormone treatment as puberty starts, managing friendships and, most importantly, persuading Sasha’s school to recognise her as a girl. That last step appears not to go so well due to a more conventional school principal, but Sasha and her parents persist.This extraordinary documentary by director Sebastien Lifshitz, who has made many films about the LGBTQ+ experience (Wild Side, Bambi, Open Bodies), achieves a remarkable degree of intimacy with its young subject and her family. Getting up close and personal through tightly focused, limpid cinematography by Paul Guilhaume, the film allows us to study every flicker of expression on the faces of Sasha and the adults around her.Their anguish when the situation gets rocky is painfully visible, although the vérité style, eschewing any editorialising or narrational guidance, leaves room for viewers to interpret things differently. Are the parents and professionals pushing Sasha a little too hard to settle on a gender identity? Does it have to be such a binary choice? And the whole issue of puberty blockers, still very contentious, is only glancingly discussed. But what’s not in question is the vast empathy and affection Sasha’s parents feel for her, and that’s reflected in the empathy Lifshitz and his crew extend in turn to them, ultimately making this a very illuminating, trans-positive work. In cinemas and on Curzon Home Cinema."
Magical Adventures in the Forbidden City review – steampunk fantasy hints at allegory,"Entrancing effects, but dubbed-sounding voices and wooden acting tip this movie into the bizarre",3,"Something of a curate’s Fabergé egg, this peculiar Russian-made steampunk-lite fantasy feature has some interesting story ideas, entrancing visual effects and lovely sets (a lot of it was filmed in Tallinn’s gorgeous city centre in Estonia, as well as in St Petersburg). But many of the lead performances are painfully inert, exuding less verisimilitude than the story’s computer-generated fairies. Just to guide it deeper into the valley of the uncanny, nearly everyone in the film speaks English but with obviously dubbed voices, so while the phonemes roughly match the mouth movements, it’s a fair bet that different actors (often with American accents) recorded the dialogue in soundproof booths during post-production. That said, this last weirdness creates a kind of verfremdungseffekt, or sense of alienation, which dilutes any remaining realism and thus may be intentional.We can be pretty sure that director Aleksandr Boguslavskiy and his collaborators fully intended to create a magical world that looks all at once medieval, belle époque and 1930s-ish. There, the residents of a town called Fensington live inside a high wall designed to keep them safe from supposedly sinister strangers, a bit like a Maga-hat fantasy version of Yuma, Arizona, but smaller and with more snow. Nearly a hundred years after the wall was built, a father (Eddie Marsan) gives his young daughter a necklace that turns out to have strange powers before he is taken away by officers wearing creepy bronze masks who claim that he is “infected” with some enigmatic disease. The girl, Abigail, grows up to be willowy, wooden-as-a-countertop ex-model Tinatin Dalakishvili, who then falls in with a group of resistance fighters.With masked soldiers snatching civilians in Belarus and the continuing conflict in Ukraine, it’s temping to spy some kind of anti-fascism allegory in this story, but that may be taking things too far. Sometimes a zeppelin is just a zeppelin.Magical Adventures in the Forbidden City is released on DVD and digital platforms from 21 September."
The Man in the Hat review – whimsical French car chase,France looks beautiful from a Fiat 500 in this picturesque fantasy about a man on the (very slow) run,3,"The English composer Stephen Warbeck won an Oscar for his work on Shakespeare in Love, but has never directed a film before. He makes his writer-director debut, in collaboration with John-Paul Davidson (director of various Michael Palin and Stephen Fry-fronted travelogues) on this whimsical road movie that has little dialogue but plenty of music. Ciarán Hinds stars as the titular hat-wearer, who we meet dining on razor clams and rosé at an empty harbourside restaurant, with only a framed photograph of an unnamed woman for company. He inadvertently witnesses some apparent criminal activity and makes a quick escape in a Fiat 500 (the photo carefully placed on the passenger seat), followed by five angry men in their Citroën Dyane.So begins a picturesque odyssey across the French countryside, the best Provençal driving holiday you’ve never had. It’s a car chase, technically, but a slow one. Certainly, the sense of peril is insufficient to prevent both the pursued and his pursuers from stopping off for a good lunch whenever the mood strikes. And should they happen upon a live jazz band in a charming little town square, or a stranger singing an impromptu opera aria, what’s to stop them just sitting there in the late afternoon sun for a while?All this enjoyment of la belle vie leaves little time for slapstick, but The Man in the Hat is, in any case, more socially adept than his silent comedy forebears. He’s a sensitive listener (Hinds, utilising those melancholy eyes) and the people he meets along the road – the Damp Man (Stephen Dillane), the Biker (Maïwenn) – seem comfortable sharing their own tales of love and loss. It’s a Francophile fantasy that may be too twee for some, but the French tourist board will surely be satisfied.The Man in the Hat is released in cinemas on 18 September."
Barking Dogs Never Bite review – Bong Joon-ho’s canine satire has teeth,"Lazy, corrupt humans are doing the biting in the Parasite director’s re-released 2000 film",4,"Bong Joon-ho’s black-comic satire Barking Dogs Never Bite has been re-released after 20 years, and in many ways it could be seen as a thematic forerunner to his Oscar-winning hit Parasite, with its vision of strange people and strange secrets in a basement. But it’s entirely distinctive on its own (bizarre) terms: a film about animal cruelty (loosely inspired by the 19th-century children’s novel A Dog of Flanders by Marie Louise de la Ramée, perennially popular in Korea) and it begins with a huge “no animals were harmed” disclaimer. As well it might. The various moments of dog-jeopardy and dog-distress will have you hiding under your seat – and a certain dog rescue scene is like something out of The Shining.Lee Sung-jae plays Yun-ju, a hapless postgrad student with a pregnant partner. The pair live in a crumbling apartment building whose front doors open outwards – which is to be important in one chase scene. Yun-ju’s worries are compounded when he realises that he is expected to pay a hefty bribe to the elderly faculty professor to get a tenure-track job.The combination of financial anxiety and disillusionment triggers a mental breakdown and he becomes obsessed with a dog in a neighbouring flat whose incessant barking is driving him mad. He decides he has no choice but to kill the unfortunate animal. In fact, his misdeeds are to involve three dogs and bring him into fateful contact with an administrator called Hyun-nam (Bae Doona) who has to press an official stamp on all “Lost Dog” notices. The movie is by turns wacky, farcical and grimly realist. The dogs might bark, but the ones doing the biting are the humans: the lazy, venal, corrupt, depressed, greedy people who have no one but themselves to blame for living a dog’s life.Barking Dogs Never Bite is available online through Curzon Home Cinema from Friday, and screens on Saturday at Camden Market in London."
Residue review – haunting drama on the dangers of gentrification,A visually striking and timely film from first-time writer-director Merawi Gerima sees a film-maker returning to an unrecognisable DC neighbourhood,5,"Residue is a fleeting and haunting lament for what is lost to gentrification, and other tolls on black life in America. But at the same, it’s exhilarating and monumental, laced with the sensation that we’re discovering a bold and sensitive new voice.Writer and director Merawi Gerima’s debut, released by Ava DuVernay’s independent film collective Array, tells a prodigal son story, about a man returning to his old stomping grounds. And in that story, Gerima experiments with performance and vérité, intimate narrative and poetic abstractions. His artistry is thoughtful. But more than anything, it’s emotional.Gerima comes from black film-making royalty. His father is Haile Gerima, the Bush Mama and Sankofa director who collaborated in the late 60s with fellow black UCLA graduates like Charles Burnett and Julie Dash. There are traces of Burnett’s Killer of Sheep in Residue, as well as Spike Lee’s Do the Right Thing. That’s just one way the past echoes throughout the young Gerima’s debut.We can assume the film’s lead character is fashioned after the young director himself, at least on a practical level. Obi Nwachukwu plays Jay, a film-maker who travels from Los Angeles to Washington DC. He wants to make a movie about DC’s Q Street, his childhood home and the friends he used to roam with.Residue’s grave terms are spoken early on. A disembodied voiceover asks whether Jay’s camera is a weapon trying to save the community or whether the film-maker is actually an archaeologist coming to unearth bones from the concrete. As if resigned to the inevitable, the film documents black culture in the city as if it needs to be fossilized on camera. The opening is a rush of images and sounds from a DC block party. The black community dances on the street while local rap group CCB’s Roll Call bumps on the soundtrack. Then come the police and white residents walking their dogs. That prologue sums things up.Upon arriving in his old neighbourhood, Jay is “greeted” by a white resident who tells him to turn down the volume on his truck stereo. That command is followed by a loaded warning should he not comply: “Don’t make me have to call the cops.”For sale signs litter the street. Realtors leave repeat voicemails at Jay’s parents’ house, eagerly offering cash for their home. Jay lurches through the neighborhood, his brow permanently furrowed, as if he’s blinded by all the whiteness he’s seeing. But Gerima purposefully obscures white faces or keeps them out of frame. Unlike these neighborhoods, his film centres black people.Jay searches for friends at the homes or on the corners or stoops they once occupied. Some moved. Others are locked up. The spaces in Residue feel full with absence. They carry memories, and the film has a hypnotic way of slipping in and out of them. At times, scenes have an impressionistic autumn sheen that borders on antique, like the present is rushing to become the past. At others, they have that 16mm grain or digital video motion smoothing. Residue’s aesthetic is as nimble as its state of mind. Moments fade into muffled memories and one memory bleeds into another. People too are violently turned into memories. And like Jay, we desperately search for something or someone to hold on to.Gerima does a lot with a little. And he’s supported by an exceptional cast made up of mostly non-professional actors who, put simply, own these roles. In the most powerful scenes, the performers are quiet, using their eyes and breathing to communicate feelings, anxieties and empathy. They show an understanding among black men that some words just don’t need to be spoken.Dennis Lindsey is a standout among them. His Delonte is a survivor hardened by experience. He’s suspicious of Jay, whose probing questions come off as opportunistic. When Jay tries to explain that he wants to make a film to give a voice to the voiceless, Delonte snaps back, guardedly: “Who’s voiceless?” Delonte sounds hostile and looks distant, but there’s an unforgettable sense of guarded warmth in Lindsey’s performance. And there’s overwhelming guilt rattling around in Nwachukwu’s Jay, which perhaps belongs to Gerima. At the very least, it suggests the film-maker’s cognizance of his own privilege and his relationship to a space that he left behind.Despite spending his childhood on Q Street, Jay is as much an intruding presence as the new residents who dubbed the area “Noma”. His subsequent emotions are messy and complicated. Gerima wades through them confidently. His film doesn’t say much that hasn’t already been said in work by Burnett and Lee. But as the racial reckoning of the past few months made clear, these issues persist. And Gerima explores new ways to dwell on them. If nothing else, the feelings he drums up in Residue linger.Residue is released in select cinemas and on Netflix in the US from 17 September with a UK date to be announced"
Penguin Bloom review – Naomi Watts saved by a magpie in charming drama,An Australian family moves on from tragedy with the help of a bird in a modest and warm-hearted true story,3,"Naomi Watts, an adept and at times electrifying actor, has found herself adrift in recent years. The star who shone bright in Mulholland Drive and King Kong has dimmed with each rotten project, from the disastrous schmaltz of The Book of Henry (a film so bad it was rumoured to have cost director Colin Trevorrow a Star Wars gig), to Gus Van Sant’s maudlin suicide mystery The Sea of Trees (a film that was met with a chorus of boos at Cannes) to clumsy, barely released trans drama 3 Generations. Even her small-screen projects have underwhelmed, whether it be the swiftly cancelled Netflix thriller Gypsy or her role as Gretchen Carlson in the buzz-free Fox News drama The Loudest Voice that was quickly overshadowed by Bombshell (her Game of Thrones prequel was cancelled after a poorly received pilot). It’s frustrating to watch, given what we know she’s capable of, and so with each new performance, fingers remain cautiously crossed.Penguin Bloom, a modest Australian drama premiering at this year’s semi-virtual Toronto film festival, is by no means a slam-dunk – it’s slight and has notable flaws – but it’s a minor, much-needed victory for Watts, a charming crowd-pleaser that at a normal at-capacity premiere would have led to hearty applause. Based on a true story and the book it inspired, it’s the tale of a family recovering from tragedy. While on vacation in Thailand, Sam (Watts) suffers a devastating fall, one that leaves her mostly paralysed from a spinal cord injury and after arriving back home, she struggles to acclimate to an intimidatingly unknowable new normal. How can she be a functioning and reactive mother to her three young children when she has to rely on her husband (Andrew Lincoln) to help her out of bed? How can she remain hopeful for a future when her options seem so limited? As Sam falls deeper into despair, there’s an unlikely new addition to the family.When one of her sons brings home an injured magpie on the beach, naming her Penguin, Sam bristles at the disruption but she slowly develops a strange attachment to the bird and realises that if Penguin can recover then in some way, maybe she can too.Like the symbolism at its centre, it’s not a particularly subtle film but on its own simple terms, it’s one that mostly works. Sam’s tentative connection to Penguin is believably choreographed, echoing her desire to care for her children, to look after a creature even more vulnerable than she is and through some slick wrangling, we can sense a growing chemistry between them. The bird itself is hard to resist, tottering around as if slightly inebriated, winning us over at the same time as the Bloom family, sneakily stealing innumerable scenes from the human cast. That’s also partly because they’re a little too thinly etched to read as real, messy, fully fleshed-out people and at times the characters could just as easily be named Mum, Dad and Sons 1-3. The film leaps almost straight into tragedy so the director, Glendyn Ivin, relies heavily on voiceover to tell us about pre-accident times and instead of showing us a lot of the relationships, we’re told about them instead.The marriage in particular lacks genuine specificity and Irvin, along with Snowtown screenwriter Shaun Grant, shies away from some of the more interesting nuances that are briefly hinted at with regards to an impossible balance of power. Lincoln has little to do other than tighten his jaw and quietly weep but Watts serves an impressive and, given recent history, important reminder of just how effortlessly she’s able to eschew the trappings of movie stardom to embody a believable everywoman. As mentioned, the characterisation might be thin but she works hard to fill in the gaps and we’re refreshingly spared any predictable histrionics, a far subtler performance than the film often deserves.The broad strokes are also made more forgivable by Sam Chiplin’s gorgeous cinematography, which carries us all the way to the coast in New South Wales, a swift, sun-drenched vacation coming at an opportune time. It’s a handsomely made and sturdy little movie, mercifully devoid of cloying sentimentality, an old-fashioned throwback for families in search of something safe and superhero-free that might not sing quite as loud as it could have but flies just about high enough nonetheless.Penguin Bloom is showing at the Toronto film festival with a release date yet to be announced"
The Broken Hearts Gallery review – one to fall in love with,Geraldine Viswanathan’s goofball heroine delights in Natalie Krinsky’s cheesy yet irresistible New York romcom,4,"After being dumped and fired, gallery assistant Lucy (Geraldine Viswanathan) drunkenly climbs into the wrong silver Prius, thinking it’s her Uber. Its owner, a handsome hotel developer named Nick (Dacre Montgomery), is so charmed he drives her home anyway. This meet-cute begets a blossoming friendship and the pair start hanging out in Nick’s half-finished boutique hotel (“I’m building a place that feels like the spots I fell in love with when I first moved to New York,” he says without irony of its faux-hipster aesthetic). Seeing potential, self-proclaimed “emotional hoarder” Lucy convinces him to let her curate an exhibition of donated heartbreak memorabilia on its mezzanine floor, inspired by the mementos she’s kept from her own exes.The premise of writer Natalie Krinsky’s directorial debut sounds cheesy, and it is, but watching the brooding Nick softening to putty in our goofball heroine’s presence while she remains sparkily oblivious is an earnest pleasure. Viswanathan’s swagger was the highlight of 2018’s teen comedy Blockers. She channels that same extroverted energy here, as do protective best friends Nadine (Hamilton’s Phillipa Soo), a lesbian lothario with a weakness for Russian models, and the bossy, grumpy Amanda (Molly Gordon) with a silent, live-in boyfriend who knows he’s best seen and not heard."
David Byrne's American Utopia review – Spike Lee's thrilling treat for fans,A filmed version of the musician’s hit Broadway show plays like a vibrant greatest hits extravaganza that could win converts,4,"Spike Lee has made a filmed record of David Byrne’s Broadway stage-show version of his solo album American Utopia, a live reimagining of the record in which a lavish selection of his classic tracks with Talking Heads is also performed. So many, in fact, that it almost feels like a greatest hits extravaganza. Psycho Killer is excluded, but there are plenty of absolute bangers from yesteryear, and from an early stage in the proceedings, you can see members of the Broadway audience in the front row standing up and rocking out: people who have perhaps grown old with the great man himself and allowed their own hair to become as snowy as his. (Byrne looks more like Jim Jarmusch with each passing year.)Byrne affects a conventional grey suit on stage, and his backing band of singers and dancers wear the same thing, perhaps to create a cloning effect. Inevitably, it will remind Byrne fans of the “big suit” he wore for the Stop Making Sense concert movie directed by Jonathan Demme in 1984 and there are similarities, although this show, like the suit, is consciously a more scaled-down, intimate affair.There is one overt eccentricity or informality: no shoes. (I found myself thinking of the lyric from Houses in Motion: “Wearing shoes without socks / In cold weather …” although it’s an inexact comparison.) Byrne and his band look as if the stage has somehow been accidentally flooded and they are making the best of it. But it’s amazing how quickly you accustom yourself to his quirks.The choreography by Annie-B Parson is absolutely right for Byrne’s angular, noodling, wacky dance style, and his supporting cast rather cleverly project the air of people who are basically musicians called upon to perform a well-drilled dance routine, without any special pizzazz, but everything is brought off with perfect synchronicity and charm.And the hits keep coming: Don’t Worry About the Government (a song about an old person that now has an added piquancy), This Must Be the Place, Once in a Lifetime, Glass, Concrete and Stone, I Zimbra, Born Under Punches and many more. In addition, Byrne is concerned that his music and this show is not just a matter of white people’s art-rock. There is a tribute to the NFL star and civil rights activist Colin Kaepernick, and Byrne also does a tremendous cover verson of Janelle Monáe’s Hell You Talmabout, in which the singer demands the audience say the names of the black people who have been killed after a confrontation with the authorities.Byrne maintains his even-tempered enigma: with his little headset-mic, he does short Ted-talk-type monologues between the tracks, and these are diverting enough but of course the music itself is what we’ve come for. Afterwards, Lee’s camera follows Byrne off the stage out into the wings and to the dressing room where he hugs and high-fives his colleagues – no star liggers backstage, though, sadly. And then we see him get on his bike and cycle home, exactly as Alan Bennett used to do after a hard night’s performing at the National Theatre in London. There is no moment where Byrne dramatically opens up, either on stage or off, but perhaps that’s not the point. It’s a treat for Byrne fans, and could well make converts.David Byrne’s American Utopia screened at the Toronto film festival and is available in the UK on digital formats on 14 December and DVD on 11 January."
Monday review – hedonistic romance drama is a party worth avoiding,Sebastian Stan and Denise Gough have zero chemistry as a couple dealing with a series of uninteresting relationship crises in a disappointing drama,2,"Four years ago, the Greek film-maker Argyris Papadimitropoulos made a vivid impression with Suntan: a bleakly hilarious Death-In-Venice-type affair set in a seaside resort, featuring a sad middle-aged man who tortures himself with his tragic infatuation with a beautiful young woman on holiday.Here is his follow-up, in the English language, featuring Sebastian Stan (Bucky Barnes from Marvel’s Captain America movies) and the Irish stage star Denise Gough, with a script co-written by the director with the award-winning British dramatist Rob Hayes (who worked with Michaela Coel on the TV comedy Chewing Gum). Sadly, despite all the talent involved, this is a disappointment: an unconvincing, undeveloped and emotionally directionless non-drama that just goes pointlessly around and around in circles. All of this film’s various moods – erotic, euphoric, tragic – are unearned and despite what is clearly strenuous effort from the performers themselves, the acting is hammy and undirected.It is the story of a love-at-first-sight passion which has to face up to the tough reality of maintaining a relationship once the initial sexy rush is over: in other words, dealing with the “Monday” comedown following the “Friday” of carefree weekend partying. The movie is in fact pointedly divided into a series of sections each repeatedly labelled “Friday” leading to what is evidently to be the deferred “Monday” reckoning. But bafflingly, the relationship in question seems to be always facing terrible crises and brutal Mondays long before this, yet after some shouting and then some carefree laughing, the reset button gets miraculously hit. It is a story which seems to be weirdly without penalty, without emotional consequence.Stan plays Mickey, an American guy in a Greek resort who is earning a living DJing in clubs and composing ad jingles, living a bleary hedonist lifestyle but secretly concerned about the serious musical career he self-sabotaged back in the US and the fact that he never gets to see his six-year-old son from a previous relationship with a Greek woman. Then at a party, he meets Chloe (Gough), a smart, sexy American lawyer who is just coming out of a painful situation with an abusive man. The spark is dazzling. They have nonstop wild sex, leading to waking up naked together on a beach and getting arrested – but it’s all just swept up in the uproarious swirl of their passion. But then they have to deal with their demons: namely, the sinister man that Chloe left behind and the fact that Mickey still has to have a difficult conversation with his ex-partner to get access to his son – a conversation which he leaves to Chloe, like the emotionally avoidant guy that he is.For me, this tense conversation between Chloe and Mickey’s ex-partner Aspa (played by Elli Tringou, who was the bewitchingly unattainable woman in Suntan) is the one moment in the film that truly comes to life. It is the one speck of grit in the oyster, the one scene where something seems to be really at stake, where things can happen with irreversible results. And so it proves – in a way. Aspa icily confronts Chloe with the truth about how lazy and selfish Mickey actually is, but seems to have taken stock of how serious Chloe is.Everything but the kitchen sink is thrown into this film: parties, clubs, arguments, embarrassments, sex – and there’s even a full-on romcom rush to the airport. But I never got the impression of a genuine connection between the two stars. There was no chemistry. Gough works hard to make her role count, but she has not much to work with, and Stan is stuck with this exuberant, anarchic hipster role which reminded me weirdly of the cool Rat Pack guy with whom Alicia Silverstone has her terrible date in Clueless. The party feels like it’s over before it’s begun.Monday is showing at the Toronto film festival with a release date yet to be announced"
The Tomb: Devil’s Revenge review – Shatner cursed in Indiana Jones-like horror,No opportunity for deadweight exposition or cornball reversals goes unexplored as William Shatner attempts to destroy an ancient jinxed relic in this bizarre horror-thriller,1,"William Shatner has banked a lot of goodwill down the years, but he may find himself in sudden arrears. His involvement presumably made this lamentable horror-thriller viable. The Tomb: Devil’s Revenge displays similar levels of coherency to his legendarily expansive acting style. Shatner plays Hayes, a hard-ass military patriarch ball-busting his archaeologist son, John (Jason Brooks), to track down and destroy an ancient relic that has landed the family with a curse “more powerful than anything anyone has ever encountered”. Don’t ask too many questions.After an initial unsuccessful descent into the cave where the gizmo is hidden, John – played by Brooks like an Indiana Jones having a nervous breakdown – is plagued by visions of skull-headed demons leering over his nearest and dearest. “I think I’m losing it,” he complains to his wife, Susan (Jeri Ryan). “It’s probably just the meds,” she says. Viewers will need prescription-grade stuff themselves to stomach the stiff creature designs and lame CGI, with the revenants hanging around hospitals and high-school corridors like Skeletor cosplay casualties. The script, by Maurice Hurley (who is taking part, with Shatner and Ryan, in something of a Star Trek alumni reunion), also fails to convince. No opportunity for crass emotional manipulation, deadweight exposition or cornball reversals is left undisturbed.There’s the nugget of a good idea in having the whole family, who tag along for the return to the cave, save the hero-archaeologist. But it is soon discarded in favour of baseline macho bluster. “That’s a sound telling you to man the fuck up,” Hayes tells John, hearing distant carnage. Lines like that from Shatner, with a face tinted Trump orange, might play as some sort of American satire were the rest of the film’s construction not so shoddy. There’s not much veteran B-movie director Jared Cohn can do to save this pudding – though he can take the rap for bizarre pacing that even throws off the possibility of any basic post-pub pleasures.The Tomb: Devil’s Revenge is on digital platforms from 14 September."
